id,pub_date,is_bestseller,slug,title,image,description,price,discount,bought,in_cart,postponed
286,2022-02-24,0,book-dbn-547,The Fox and the Hare,http://dummyimage.com/403x476.png/cc0000/ffffff,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",1986,0.0,266.9,83.9,62.5
287,2022-08-19,0,book-cvs-722,"Learning Curve, The",http://dummyimage.com/338x546.png/cc0000/ffffff,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",726,0.0,868.5,167.6,55.1
288,2021-07-11,1,book-cqv-717,"Horrible Dr. Hichcock, The",http://dummyimage.com/524x747.png/cc0000/ffffff,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",898,0.9,661.2,53.2,94.3
289,2022-07-08,1,book-vcv-482,So Close (Chik Yeung Tin Sai),http://dummyimage.com/741x745.png/5fa2dd/ffffff,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1192,0.8,673.5,187.0,85.1
290,2021-08-21,1,book-xbj-913,"Lincoln Lawyer, The",http://dummyimage.com/488x425.png/5fa2dd/ffffff,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",2705,0.1,943.0,426.8,234.7
291,2022-07-07,1,book-hwo-323,Wrong,http://dummyimage.com/438x735.png/5fa2dd/ffffff,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",937,0.7,329.7,184.1,74.3
292,2021-05-29,0,book-vki-391,Baby's Day Out,http://dummyimage.com/564x358.png/dddddd/000000,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,1010,0.4,448.3,272.4,180.4
293,2021-08-18,1,book-pse-307,"Lost World, The",http://dummyimage.com/296x564.png/ff4444/ffffff,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,2327,0.7,632.3,449.8,49.7
294,2021-05-19,0,book-iml-814,Whisper,http://dummyimage.com/541x600.png/dddddd/000000,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",1931,1.0,763.8,454.4,131.1
295,2021-08-12,1,book-sks-791,Under Suspicion,http://dummyimage.com/323x769.png/dddddd/000000,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1259,0.3,372.2,139.0,162.8
296,2022-10-30,1,book-mqf-292,"Tenant, The (Locataire, Le)",http://dummyimage.com/786x682.png/5fa2dd/ffffff,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,2757,0.9,210.9,53.1,29.9
297,2021-09-25,1,book-xhv-012,Dream Lover,http://dummyimage.com/744x517.png/cc0000/ffffff,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",1997,0.6,976.0,50.8,192.6
298,2022-06-23,0,book-opi-607,"Ivan the Terrible, Part One (Ivan Groznyy I)",http://dummyimage.com/663x546.png/ff4444/ffffff,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",678,0.4,375.2,293.8,110.9
299,2020-10-07,1,book-mee-808,Looking Forward,http://dummyimage.com/769x548.png/5fa2dd/ffffff,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",1492,0.8,874.1,76.1,247.3
300,2020-10-14,1,book-dxz-087,Lost & Found,http://dummyimage.com/345x692.png/dddddd/000000,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1030,0.7,563.3,332.9,69.4
301,2022-05-25,1,book-aag-924,Bullet Ballet,http://dummyimage.com/558x659.png/5fa2dd/ffffff,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",2162,0.4,804.7,477.3,190.3
302,2022-03-03,0,book-ckf-533,Rebecca,http://dummyimage.com/754x374.png/ff4444/ffffff,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",2412,0.5,597.8,116.0,79.3
303,2021-07-11,0,book-clg-652,Justin and the Knights of Valour,http://dummyimage.com/445x698.png/dddddd/000000,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",2650,0.9,982.0,334.0,60.5
304,2021-05-30,1,book-yrv-162,Kaena: The Prophecy (Kaena: La prophétie),http://dummyimage.com/503x629.png/ff4444/ffffff,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",901,0.7,608.0,419.2,246.8
305,2021-03-25,1,book-mpn-584,Convict 13,http://dummyimage.com/778x338.png/dddddd/000000,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1357,0.4,359.0,477.6,67.6
306,2021-02-15,1,book-vyb-716,Kon-Tiki,http://dummyimage.com/337x690.png/ff4444/ffffff,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",919,0.8,733.4,433.2,78.2
307,2021-10-03,0,book-hvc-187,Night Shift,http://dummyimage.com/412x523.png/5fa2dd/ffffff,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1400,0.4,960.4,177.5,219.9
308,2021-10-18,1,book-zme-454,Broken English,http://dummyimage.com/789x549.png/cc0000/ffffff,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,2170,0.7,444.8,106.6,208.0
309,2022-11-07,1,book-ifk-886,Latin Music USA,http://dummyimage.com/594x737.png/ff4444/ffffff,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2995,0.8,314.2,430.7,151.1
310,2022-10-12,1,book-mzm-286,4:44 Last Day on Earth,http://dummyimage.com/774x693.png/cc0000/ffffff,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",542,0.3,430.5,427.2,36.3
311,2021-10-08,1,book-fml-857,Born to Raise Hell,http://dummyimage.com/544x284.png/cc0000/ffffff,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1202,0.9,643.6,176.5,119.4
312,2021-05-29,1,book-bwb-925,Harry and Walter Go to New York,http://dummyimage.com/740x650.png/5fa2dd/ffffff,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,2090,0.1,757.9,148.7,140.9
313,2020-10-07,0,book-kvs-374,"Flying Fleet, The",http://dummyimage.com/478x311.png/ff4444/ffffff,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",2946,0.8,389.0,453.2,160.3
314,2021-05-14,1,book-ndz-959,"Paper Will Be Blue, The (Hîrtia va fi albastrã)",http://dummyimage.com/312x561.png/dddddd/000000,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",1572,0.1,708.0,254.3,83.1
315,2022-11-30,1,book-khv-604,Dr Money and the Boy with No Penis,http://dummyimage.com/528x753.png/dddddd/000000,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",2946,0.0,901.2,302.6,141.7
316,2021-07-22,0,book-hxq-071,Comanche Territory (Territorio comanche),http://dummyimage.com/396x377.png/ff4444/ffffff,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2033,0.4,538.7,360.2,237.3
317,2021-12-02,1,book-had-589,Cocktail,http://dummyimage.com/270x399.png/dddddd/000000,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",2405,0.6,704.1,472.1,158.1
318,2021-09-04,1,book-lqp-608,Mulholland Falls,http://dummyimage.com/547x602.png/ff4444/ffffff,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",1580,0.0,367.5,450.0,46.9
319,2022-10-09,0,book-htn-955,Hitler's Children,http://dummyimage.com/692x315.png/dddddd/000000,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,2495,0.6,291.1,242.0,136.4
320,2021-12-25,0,book-ncc-810,"Last Summer of La Boyita, The (El último verano de la Boyita)",http://dummyimage.com/345x456.png/dddddd/000000,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",907,0.8,926.6,155.1,151.6
321,2022-06-22,1,book-nrc-755,Ten Inch Hero,http://dummyimage.com/417x763.png/5fa2dd/ffffff,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2166,0.3,619.2,442.7,231.4
322,2022-04-01,0,book-wdm-076,"Van, The",http://dummyimage.com/367x700.png/dddddd/000000,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2134,0.6,725.5,355.4,228.6
323,2020-10-07,1,book-cda-551,Big Trouble,http://dummyimage.com/654x678.png/cc0000/ffffff,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,2440,0.4,239.8,172.0,230.8
324,2022-04-28,1,book-lkd-386,"Sorry, Haters",http://dummyimage.com/688x555.png/dddddd/000000,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2967,0.1,512.5,445.1,92.8
325,2022-02-07,1,book-kjo-346,Aliens in the Attic,http://dummyimage.com/265x444.png/ff4444/ffffff,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2978,0.8,996.6,494.4,235.8
326,2022-05-05,1,book-jsz-693,No End in Sight,http://dummyimage.com/790x676.png/5fa2dd/ffffff,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",918,0.4,813.9,144.4,217.6
327,2022-04-03,1,book-zbw-474,Food Matters,http://dummyimage.com/250x369.png/cc0000/ffffff,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",2629,0.3,973.4,274.2,71.2
328,2020-11-24,0,book-vcz-324,Cria! (Cría cuervos),http://dummyimage.com/743x610.png/ff4444/ffffff,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2705,0.8,700.1,269.4,138.6
329,2021-04-15,1,book-orr-004,Castle of Blood,http://dummyimage.com/417x389.png/5fa2dd/ffffff,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,2895,0.8,816.3,101.6,223.1
330,2021-12-17,0,book-ade-244,"Bad and the Beautiful, The",http://dummyimage.com/558x721.png/ff4444/ffffff,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,1239,0.2,406.6,273.6,121.2
331,2020-12-22,1,book-czl-444,"Secret in Their Eyes, The (El secreto de sus ojos)",http://dummyimage.com/716x328.png/cc0000/ffffff,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,545,0.5,492.9,423.1,103.1
332,2020-10-04,0,book-hkv-118,Pokémon: The First Movie,http://dummyimage.com/746x304.png/ff4444/ffffff,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,2938,0.3,217.2,96.3,120.7
333,2020-11-11,0,book-ysf-713,"Shaolin Temple, The (Shao Lin Si)",http://dummyimage.com/368x567.png/5fa2dd/ffffff,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,804,0.6,842.7,178.4,116.2
334,2021-05-22,0,book-tno-851,Sasquatch: The Legend of Bigfoot,http://dummyimage.com/557x273.png/cc0000/ffffff,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1800,0.2,780.7,371.0,36.9
335,2021-08-14,0,book-buy-573,Every Stewardess Goes to Heaven (Todas las azafatas van al cielo),http://dummyimage.com/557x491.png/5fa2dd/ffffff,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,1109,0.8,542.8,289.9,149.3
336,2020-12-01,1,book-kur-980,My Kid Could Paint That,http://dummyimage.com/622x387.png/ff4444/ffffff,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",2999,0.4,479.7,357.7,201.2
337,2020-09-16,0,book-sle-996,Money Matters ,http://dummyimage.com/358x613.png/dddddd/000000,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",1092,0.8,830.0,485.6,213.5
338,2021-03-26,1,book-kjv-404,Nightmares,http://dummyimage.com/626x642.png/ff4444/ffffff,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",2928,0.6,508.3,441.6,176.9
339,2021-12-24,1,book-duj-114,Final Destination 3,http://dummyimage.com/784x568.png/5fa2dd/ffffff,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,2682,0.1,682.5,343.8,199.0
340,2020-09-13,1,book-jbg-122,Clockwise,http://dummyimage.com/326x760.png/5fa2dd/ffffff,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2205,0.7,773.1,131.8,97.2
341,2022-11-01,1,book-ixv-671,CrissCross,http://dummyimage.com/495x450.png/5fa2dd/ffffff,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2403,0.8,338.9,459.1,157.1
342,2020-12-22,1,book-rbv-555,This Man Must Die (Que la bête meure),http://dummyimage.com/280x678.png/ff4444/ffffff,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",1526,0.5,503.2,211.2,35.7
343,2021-05-13,1,book-phy-479,Killing Words (Palabras encadenadas),http://dummyimage.com/322x790.png/cc0000/ffffff,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",2335,0.4,871.8,402.7,242.2
344,2022-12-17,0,book-bla-119,"New Daughter, The",http://dummyimage.com/381x599.png/dddddd/000000,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",2044,0.1,922.7,427.6,94.1
345,2022-12-31,1,book-rpi-390,Hannah Arendt,http://dummyimage.com/389x299.png/dddddd/000000,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1600,0.1,610.5,484.5,48.6
346,2022-02-27,0,book-jcj-770,Siam Sunset,http://dummyimage.com/715x745.png/dddddd/000000,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",2556,0.7,795.9,291.7,148.3
347,2021-05-06,0,book-kzb-265,Galaxy of Terror (Quest),http://dummyimage.com/466x569.png/dddddd/000000,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",1425,0.3,382.1,193.4,68.3
348,2021-09-12,0,book-zbp-919,"Jonathan Rosenbaum, Present",http://dummyimage.com/468x780.png/ff4444/ffffff,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,2588,0.9,952.2,287.9,80.6
349,2021-04-22,1,book-zff-818,"Lady from Shanghai, The",http://dummyimage.com/634x302.png/ff4444/ffffff,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,2124,0.8,318.5,269.4,134.4
350,2022-09-01,0,book-oou-150,Total Recall,http://dummyimage.com/748x279.png/ff4444/ffffff,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,2508,0.4,834.3,376.7,37.9
351,2020-09-05,0,book-bqg-078,Play the Game,http://dummyimage.com/496x319.png/cc0000/ffffff,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1344,0.8,418.9,419.9,186.3
352,2021-12-11,1,book-xre-440,Lethal Weapon,http://dummyimage.com/461x434.png/5fa2dd/ffffff,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",857,0.9,408.9,448.3,247.4
353,2020-09-06,0,book-ktv-626,Hedwig and the Angry Inch,http://dummyimage.com/355x673.png/cc0000/ffffff,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",2721,0.5,753.8,276.2,238.6
354,2022-03-17,1,book-wgy-256,Get Yourself a College Girl,http://dummyimage.com/680x552.png/5fa2dd/ffffff,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",2427,0.8,996.7,65.7,69.9
355,2020-12-17,1,book-msv-697,Secret Things (Choses secrètes),http://dummyimage.com/325x614.png/cc0000/ffffff,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",677,0.7,992.7,202.5,129.0
356,2021-06-28,0,book-izw-763,Sword of Gideon,http://dummyimage.com/327x569.png/5fa2dd/ffffff,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",1610,0.7,859.9,314.3,220.6
357,2021-12-28,1,book-quh-568,"Rocket from Calabuch, The (Calabuch)",http://dummyimage.com/594x475.png/5fa2dd/ffffff,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",539,0.0,828.6,367.6,247.2
358,2021-04-25,0,book-swq-711,That's Life!,http://dummyimage.com/451x653.png/cc0000/ffffff,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,2845,0.8,345.5,156.2,120.0
359,2021-08-21,0,book-ueh-326,Suzanne's Career (La carrière de Suzanne),http://dummyimage.com/328x300.png/5fa2dd/ffffff,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",1352,0.4,237.2,489.4,193.0
360,2021-09-29,0,book-cmj-245,Christmas with the Kranks,http://dummyimage.com/297x623.png/ff4444/ffffff,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,2309,0.6,262.8,100.3,192.5
361,2022-05-06,1,book-ugg-548,"Criminal, The (a.k.a. Concrete Jungle)",http://dummyimage.com/683x673.png/dddddd/000000,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",2650,0.1,626.5,175.9,77.3
362,2021-06-09,1,book-fgt-369,Adventures of Kitty O'Day (Kitty O'Day Comes Through),http://dummyimage.com/723x617.png/ff4444/ffffff,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1990,0.5,473.1,179.4,249.8
363,2022-07-28,1,book-num-092,Gorilla at Large,http://dummyimage.com/590x266.png/5fa2dd/ffffff,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",1145,0.8,400.8,489.8,175.9
