id,user_id,book_id,value,time
932,9,82,1,2023-01-31
933,24,908,3,2022-06-01
934,35,72,5,2022-05-29
935,48,207,4,2023-01-05
936,23,550,4,2022-08-18
937,9,301,1,2022-06-22
938,21,267,1,2022-10-29
939,35,95,3,2022-06-17
940,30,521,5,2023-03-12
941,29,119,2,2023-02-04
942,35,806,1,2022-08-06
943,3,286,5,2022-08-17
944,50,509,4,2022-11-25
945,11,264,2,2022-07-14
946,17,804,3,2022-06-30
947,2,968,5,2023-05-04
948,24,997,3,2023-02-22
949,40,452,3,2022-10-03
950,26,979,3,2023-01-16
951,10,825,1,2022-08-05
952,40,725,2,2023-05-06
953,32,689,5,2022-05-16
954,12,771,3,2022-12-14
955,15,210,3,2022-10-26
956,26,731,1,2023-03-17
957,1,305,2,2022-12-30
958,10,621,3,2023-02-17
959,1,328,1,2022-12-11
960,39,53,5,2022-07-29
961,12,827,3,2023-04-21
962,37,239,3,2022-10-13
963,8,931,1,2023-01-28
964,44,419,4,2023-04-05
965,26,978,4,2023-04-17
966,38,254,1,2022-12-02
967,6,7,1,2023-02-14
968,5,40,3,2022-07-21
969,31,330,3,2022-12-02
970,31,10,4,2022-12-06
971,17,611,1,2022-11-17
972,49,380,2,2022-08-16
973,4,146,2,2022-10-14
974,11,72,2,2022-07-29
975,1,360,3,2023-05-04
976,21,149,3,2022-11-26
977,6,574,2,2022-06-17
978,5,830,2,2023-01-01
979,38,867,3,2023-05-11
980,21,662,5,2022-05-19
981,34,967,5,2023-02-04
982,12,765,5,2022-09-28
983,20,93,4,2023-04-12
984,19,885,4,2023-04-19
985,18,862,2,2022-07-02
986,46,32,2,2022-11-16
987,12,25,1,2022-09-13
988,28,349,2,2022-07-14
989,5,698,2,2023-02-13
990,42,225,3,2022-06-06
991,47,283,1,2023-04-28
992,42,713,2,2022-06-29
993,34,958,3,2023-04-19
994,6,177,1,2022-12-26
995,6,561,2,2022-09-24
996,14,766,5,2023-04-14
997,24,682,2,2022-09-21
998,18,698,3,2023-04-22
999,18,918,1,2023-01-29
1000,26,988,4,2023-05-05
