id,user_id,review_id,value,time
903,27,487,1,2022-07-28
904,29,998,-1,2022-07-01
905,27,1000,-1,2022-07-23
906,14,785,-1,2023-04-06
907,14,857,1,2022-11-26
908,8,255,-1,2023-04-19
909,17,449,1,2023-03-05
910,50,572,1,2022-12-18
911,9,76,-1,2022-08-31
912,25,166,-1,2023-05-14
913,19,127,-1,2022-06-21
914,11,110,1,2023-04-28
915,50,856,1,2023-04-03
916,50,983,-1,2022-07-31
917,19,151,-1,2022-12-16
918,2,674,-1,2022-12-27
919,1,993,-1,2022-08-16
920,1,702,1,2022-12-28
921,38,918,-1,2023-03-08
922,3,300,-1,2022-08-27
923,46,783,1,2022-12-04
924,4,185,1,2023-01-01
925,9,2,-1,2023-01-09
926,39,793,-1,2022-09-06
927,10,220,1,2022-10-18
928,14,636,1,2022-05-29
929,11,182,1,2023-02-22
930,28,298,-1,2022-09-14
931,33,893,-1,2023-02-07
932,25,172,-1,2022-07-31
933,46,691,1,2023-01-02
934,19,937,-1,2022-09-03
935,29,936,1,2023-04-15
936,14,357,1,2022-10-28
937,20,83,-1,2022-07-23
938,9,798,-1,2023-05-04
939,29,72,1,2022-06-28
940,24,816,-1,2022-06-17
941,42,304,1,2022-09-13
942,36,442,1,2022-10-28
943,49,763,1,2022-08-02
944,1,399,1,2022-11-12
945,21,268,1,2022-12-04
946,33,473,1,2022-06-07
947,43,275,1,2022-08-14
948,38,365,1,2022-12-16
949,50,291,1,2022-12-01
950,18,848,1,2022-08-21
951,24,451,-1,2022-06-05
952,9,970,1,2023-03-02
953,31,368,1,2022-12-31
954,21,424,-1,2022-11-09
955,21,925,-1,2023-02-17
956,41,654,1,2022-08-02
957,39,269,-1,2022-10-20
958,47,441,1,2023-04-16
959,6,537,-1,2022-11-26
960,8,916,1,2023-04-10
961,28,456,-1,2022-12-18
962,49,588,-1,2023-03-06
963,24,122,-1,2023-04-10
964,5,791,-1,2022-12-01
965,15,719,-1,2023-03-05
966,47,526,1,2022-06-15
967,18,556,1,2022-06-19
968,50,819,1,2022-12-31
969,27,769,1,2023-02-26
970,15,995,-1,2022-08-05
971,26,907,-1,2023-03-21
972,14,584,1,2023-04-09
973,35,9,-1,2022-10-22
974,38,68,1,2023-05-04
975,48,611,1,2022-07-28
976,46,231,-1,2023-02-09
977,32,825,-1,2023-03-20
978,42,584,1,2023-05-08
979,20,919,1,2022-10-26
980,46,51,-1,2023-03-16
981,44,547,1,2022-12-06
982,34,415,-1,2022-07-31
983,11,548,-1,2023-01-28
984,42,281,-1,2022-08-05
985,24,362,1,2023-01-11
986,41,794,-1,2023-01-14
987,12,397,1,2023-03-23
988,34,325,-1,2023-04-15
989,15,201,1,2023-04-28
990,32,3,1,2023-04-29
991,48,401,-1,2022-10-09
992,8,254,-1,2022-11-01
993,20,42,-1,2023-02-17
994,12,928,-1,2022-10-06
995,4,966,1,2023-01-31
996,9,1000,-1,2022-10-16
997,48,657,1,2023-04-03
998,23,984,1,2023-04-08
999,20,754,1,2023-01-06
1000,20,47,1,2022-11-16
